Area,Perimeter,Ratio_AP,Ratio_Ch,Ratio_LW,Ratio_WL,e,Cv,circul,label
56505.41131,1146.591328,49.28121288,0.810406039,2.144205852,0.466373133,0.9560253,1.360688456,0.577267674,1
579912.7911,3009.399836,192.7004794,0.938818338,1.162754865,0.860026503,0.863183767,1.114791419,0.824471479,1
42457.96096,813.4716799,52.19353298,0.965377995,1.247194306,0.801799684,0.862179994,1.113673638,0.770074858,1
1089877.105,4178.120289,260.8534531,0.95348369,1.157533888,0.863905593,0.874913449,1.128982584,0.705124094,1
762679.269,4757.084426,160.3249387,0.777756271,2.698308158,0.370602593,0.974997779,1.536614604,0.473190914,1
293272.6616,3053.528461,96.0438605,0.703632056,2.951778113,0.338778852,0.978548764,1.590600996,0.448649171,1
58167.09037,1308.196082,44.46358706,0.778513584,3.201658803,0.312338091,0.97452015,1.530133213,0.461671425,1
253598.391,1980.105614,128.073164,0.947412848,1.256327171,0.795971004,0.858032393,1.109200805,0.758628356,1
29862.25528,792.9669986,37.65888786,0.903211188,2.22199266,0.450046491,0.943592283,1.294460729,0.588856214,1
62026.87324,1258.544825,49.28459599,0.793144278,2.722656799,0.367288305,0.964774401,1.425521631,0.535865365,1
286569.2495,3645.355126,78.61216249,0.635367226,3.1203236,0.320479581,0.990421017,1.920967945,0.355596442,1
310815.6208,3820.989422,81.34427672,0.53164884,2.336209452,0.428043812,0.990675253,1.933390074,0.447892276,1
318607.9191,2345.106458,135.8607487,0.931357227,1.35885578,0.73591327,0.90191482,1.172004684,0.708024873,1
27856.8795,691.3645425,40.29260656,0.919711846,1.254848376,0.796909028,0.900093997,1.168519429,0.680292742,1
53330.28304,910.808237,58.55270173,0.971104404,1.293506245,0.773092518,0.86119446,1.112589798,0.701143516,1
380843.2896,2762.801637,137.8467728,0.899354927,1.992380593,0.501912137,0.935838121,1.262907722,0.662593865,1
143445.7924,1558.245558,92.05596106,0.93336117,1.515684567,0.659767884,0.895757058,1.160612005,0.752223584,1
290506.1808,2313.486397,125.5707322,0.882716544,1.257706306,0.795098184,0.919123289,1.210833226,0.794016178,1
232174.1309,2121.06983,109.4608615,0.855956691,1.485623762,0.673117936,0.929740275,1.241775595,0.719242659,1
531946.3518,2921.630633,182.0717328,0.921023501,1.405515705,0.711482623,0.875704371,1.130020858,0.755241035,1
98317.62714,1363.421692,72.11094535,0.857028532,1.18472778,0.844075759,0.924820317,1.226618677,0.706483597,1
1234295.666,4491.321135,274.8179496,0.940947444,1.239145416,0.807007787,0.883176674,1.140406213,0.742135468,1
410182.7043,2460.754758,166.6897943,0.973813876,1.275366384,0.78408841,0.829660461,1.083863845,0.782057693,1
38514.2343,1473.642734,26.13539457,0.447442831,2.970173703,0.336680646,0.993611702,2.1182472,0.377702435,1
5567.609432,332.0954674,16.76508708,0.901316876,1.859271265,0.537845133,0.933798439,1.25552,0.618123833,1
101755.8588,1311.168316,77.6070147,0.96730069,1.742950067,0.573739902,0.895127639,1.159508141,0.702745368,1
34109.41942,710.832318,47.98518379,0.978555401,1.132108472,0.883307585,0.83210317,1.085738078,0.736301067,1
479299.6286,3024.858135,158.4535893,0.952069925,2.446357717,0.408770963,0.92679785,1.232527259,0.566921417,1
377035.8492,3405.35941,110.7183718,0.678312878,1.821264222,0.549069151,0.976919874,1.564468057,0.534951061,1
377726.4687,2462.641684,153.3826342,0.937633951,1.427672313,0.700440844,0.875942823,1.130336066,0.75262649,1
45474.27015,1191.671469,38.1600729,0.649574943,1.906665093,0.524475957,0.977683758,1.576408402,0.573962125,1
1899869.049,5640.899528,336.8024976,0.936570814,1.570353245,0.636799397,0.892173818,1.1544672,0.691862432,1
416640.245,3047.469319,136.7167973,0.830826104,1.895805671,0.527480224,0.95114349,1.331845357,0.646351965,1
114100.5517,1612.010257,70.78152957,0.797696025,1.337496559,0.747665475,0.953668345,1.346229171,0.630863144,1
539836.1023,8024.612395,67.27254548,0.304564764,5.119757892,0.195321736,0.998604016,3.080974967,0.250752732,1
1079521.33,8003.575385,134.8798853,0.469211571,3.314542772,0.301700738,0.994248071,2.173018851,0.349011783,1
296645.3634,2283.279014,129.9207681,0.938707465,1.686393905,0.59298127,0.90713608,1.182592909,0.623964922,1
1522957.959,5557.324089,274.0451941,0.840810093,1.183063577,0.845263111,0.937796001,1.270330821,0.7371522,1
31780.18284,1182.742962,26.86989809,0.761094167,4.259580458,0.234764905,0.989317528,1.871575039,0.3763472,1
